leaf_color_green,leaf_color_yellow,spot_size_mm,leaf_texture_roughness,humidity_percent,temperature_c,soil_ph,nitrogen_ppm,disease_present
120.38752556110657,174.8363631881108,6.724553159116525,0.7765236203372775,86.89153824787806,31.485814826992172,3.9430781191056936,36.771591487256046,1
103.29819916929893,181.34043171230712,2.0223410977413074,0.9498027876435295,94.0757830639951,32.99767075074017,4.6418248768814045,84.21924739203384,1
162.05690063878993,42.13979910734222,3.7958776730955215,0.10793264069206338,50.13742410324454,23.690334741202513,5.8811687888363515,133.62719020885896,0
114.35178052235003,143.62659364898454,18.359462109693283,0.568228929798691,89.22374218703159,36.7732440237085,5.047643051256626,60.87018851249581,1
178.919848176295,46.14166700043425,2.285865390724905,0.18887739386512997,47.005582141640716,16.683548525170714,6.118356947910709,103.22828403105538,0
98.06947386942386,146.73236881451834,16.2238718789085,0.9589339818453448,70.64883199275413,27.238369057302037,5.414874864835438,59.193077647434556,1
158.27873487754013,41.86766764477078,0.9037249131047982,0.10016145608117086,58.016803151217495,22.563487631974787,6.620660967458391,105.84748210355949,0
135.4632836287009,153.33398111763623,6.506897874110939,0.7593131478082057,69.77923988172073,38.294936866220425,5.254697252774127,78.6340181019469,1
105.81966857350409,121.7092065272868,13.537017848598442,0.5095002103909185,80.73010717494385,27.817882057303787,4.549963383902411,82.45898920867464,1
77.9732915834677,140.17946167269855,19.310979693588184,0.5264325071930094,86.70746644588404,30.35008395244825,6.008219669468813,61.86273984566932,1
200.34360042856235,37.79030400466777,1.612298440064016,0.05862855030950198,54.81705550160894,22.251724027165253,6.943645418633371,113.84383057722232,0
177.72322357446626,37.59674601841865,3.030283454031842,0.05816342670669683,48.52317184062683,26.350171527847785,6.734633794904263,118.86823022200208,0
122.2259280569973,130.06105586270695,6.1027016774610985,0.2628616015274588,100.0,29.548066914917243,4.8639778181646705,84.23423256020135,1
195.05299346838035,47.57507710047305,2.334456789987025,0.10960923585352103,50.96180063017426,23.597162513441088,6.518968917723801,102.26638155433085,0
191.87494040944404,43.47581705361671,1.2457241499806422,0.3543243528272189,52.71196622495911,22.838700892576796,7.17073795776544,146.3660464970534,0
172.96236521842943,50.53152853332904,2.440474737960399,0.09902692952900626,63.56120190653142,19.65106434090441,6.075785682904593,82.39979932184472,0
161.99555389416335,37.54256935914056,1.8273727000591804,0.23996879517526418,56.2788511359792,28.85163772490587,5.955183481328806,134.29219581273236,0
182.75013008607527,37.52481364448495,1.9016603732052502,0.31647393544571717,62.580211696982865,20.021856941753885,6.37925127706461,109.97195706228726,0
83.1266495302362,115.15343312912867,10.718296608137539,0.7101757770875406,93.98321807641034,29.89387325161583,6.082574057642927,84.59630859015367,1
99.93990397702865,152.42183976268993,7.596229551986349,0.49181971743162967,73.51457163472139,29.92897021111112,3.4333753790173986,89.29525358184611,1
100.47047624351497,121.90024170643477,11.54146987927437,0.7369125422974613,76.61487755392776,27.854763010504918,4.959215750085423,34.91402741251241,1
120.86878315812206,82.09640342577808,20.28104126028648,0.6173527294692626,76.56741084635807,25.01241723461778,5.157995945169079,23.623634872736204,1
